group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
fibonacci 10,,,,,928077.0,ns,11
fibonacci 10,,,,,1857623.0,ns,22
fibonacci 10,,,,,2851437.0,ns,33
fibonacci 10,,,,,3721906.0,ns,44
fibonacci 10,,,,,4905894.0,ns,55
fibonacci 10,,,,,5681056.0,ns,66
fibonacci 10,,,,,6881143.0,ns,77
fibonacci 10,,,,,7800655.0,ns,88
fibonacci 10,,,,,8718957.0,ns,99
fibonacci 10,,,,,10538680.0,ns,110
fibonacci 10,,,,,10478757.0,ns,121
fibonacci 10,,,,,11329311.0,ns,132
fibonacci 10,,,,,13057517.0,ns,143
fibonacci 10,,,,,13653262.0,ns,154
fibonacci 10,,,,,14493303.0,ns,165
fibonacci 10,,,,,16860328.0,ns,176
fibonacci 10,,,,,16349585.0,ns,187
fibonacci 10,,,,,18506796.0,ns,198
fibonacci 10,,,,,18412283.0,ns,209
fibonacci 10,,,,,19192670.0,ns,220
fibonacci 10,,,,,21679304.0,ns,231
fibonacci 10,,,,,21255051.0,ns,242
fibonacci 10,,,,,22337256.0,ns,253
fibonacci 10,,,,,23368182.0,ns,264
fibonacci 10,,,,,23730519.0,ns,275
fibonacci 10,,,,,25548789.0,ns,286
fibonacci 10,,,,,24360900.0,ns,297
fibonacci 10,,,,,27146666.0,ns,308
fibonacci 10,,,,,28753018.0,ns,319
fibonacci 10,,,,,29490077.0,ns,330
fibonacci 10,,,,,30905845.0,ns,341
fibonacci 10,,,,,33269793.0,ns,352
fibonacci 10,,,,,34571640.0,ns,363
fibonacci 10,,,,,33991506.0,ns,374
fibonacci 10,,,,,34138116.0,ns,385
fibonacci 10,,,,,35575332.0,ns,396
fibonacci 10,,,,,39037997.0,ns,407
fibonacci 10,,,,,37191117.0,ns,418
fibonacci 10,,,,,40083308.0,ns,429
fibonacci 10,,,,,39973191.0,ns,440
fibonacci 10,,,,,42704218.0,ns,451
fibonacci 10,,,,,42151588.0,ns,462
fibonacci 10,,,,,42172531.0,ns,473
fibonacci 10,,,,,44604793.0,ns,484
fibonacci 10,,,,,45680687.0,ns,495
fibonacci 10,,,,,45360948.0,ns,506
fibonacci 10,,,,,46352548.0,ns,517
fibonacci 10,,,,,48299869.0,ns,528
fibonacci 10,,,,,50071136.0,ns,539
fibonacci 10,,,,,49198464.0,ns,550
fibonacci 10,,,,,50394381.0,ns,561
fibonacci 10,,,,,50722058.0,ns,572
fibonacci 10,,,,,53069561.0,ns,583
fibonacci 10,,,,,53465050.0,ns,594
fibonacci 10,,,,,56736800.0,ns,605
fibonacci 10,,,,,55090539.0,ns,616
fibonacci 10,,,,,57103690.0,ns,627
fibonacci 10,,,,,56976188.0,ns,638
fibonacci 10,,,,,58231708.0,ns,649
fibonacci 10,,,,,58066102.0,ns,660
fibonacci 10,,,,,60006600.0,ns,671
fibonacci 10,,,,,61016620.0,ns,682
fibonacci 10,,,,,62205843.0,ns,693
fibonacci 10,,,,,64516688.0,ns,704
fibonacci 10,,,,,65811793.0,ns,715
fibonacci 10,,,,,64341272.0,ns,726
fibonacci 10,,,,,67629994.0,ns,737
fibonacci 10,,,,,68642512.0,ns,748
fibonacci 10,,,,,68047995.0,ns,759
fibonacci 10,,,,,71454850.0,ns,770
fibonacci 10,,,,,72164302.0,ns,781
fibonacci 10,,,,,70635909.0,ns,792
fibonacci 10,,,,,73423872.0,ns,803
fibonacci 10,,,,,72350159.0,ns,814
fibonacci 10,,,,,74786190.0,ns,825
fibonacci 10,,,,,76322168.0,ns,836
fibonacci 10,,,,,75870216.0,ns,847
fibonacci 10,,,,,78317685.0,ns,858
fibonacci 10,,,,,78696659.0,ns,869
fibonacci 10,,,,,78271874.0,ns,880
fibonacci 10,,,,,79019104.0,ns,891
fibonacci 10,,,,,83377630.0,ns,902
fibonacci 10,,,,,80761964.0,ns,913
fibonacci 10,,,,,84299225.0,ns,924
fibonacci 10,,,,,83695854.0,ns,935
fibonacci 10,,,,,85664435.0,ns,946
fibonacci 10,,,,,84667787.0,ns,957
fibonacci 10,,,,,92232461.0,ns,968
fibonacci 10,,,,,106566951.0,ns,979
fibonacci 10,,,,,119693599.0,ns,990
fibonacci 10,,,,,94352551.0,ns,1001
fibonacci 10,,,,,90493453.0,ns,1012
fibonacci 10,,,,,95939527.0,ns,1023
fibonacci 10,,,,,93825295.0,ns,1034
fibonacci 10,,,,,94976126.0,ns,1045
fibonacci 10,,,,,93756759.0,ns,1056
fibonacci 10,,,,,95471481.0,ns,1067
fibonacci 10,,,,,96658519.0,ns,1078
fibonacci 10,,,,,99251368.0,ns,1089
fibonacci 10,,,,,96814082.0,ns,1100
